Quantity,InvoiceDate,UnitPrice
6,3/14/2011 14:51,4.95
4,9/15/2011 14:07,1.45
6,1/19/2011 17:23,2.95
4,11/27/2011 15:59,0.83
8,8/15/2011 10:28,2.55
6,4/28/2011 13:35,2.95
2,7/29/2011 11:49,2.08
3,11/29/2011 16:47,4.13
1,11/11/2011 11:11,1.25
5,11/23/2011 11:11,2.08
2,11/30/2011 14:11,2.5
6,10/18/2011 13:12,2.55
13,1/20/2011 15:22,1.65
100,5/12/2011 10:13,0.72
1,8/4/2011 17:19,8.25
48,5/27/2011 9:48,0.85
4,10/31/2011 14:48,4.15
1,9/13/2011 16:12,1.63
8,12/15/2010 15:47,1.95
1,4/21/2011 18:10,5.79
8,11/28/2011 12:14,0.85
1,1/5/2011 11:30,1.28
2,8/8/2011 14:53,1.65
-3,4/12/2011 11:50,0.42
2,7/17/2011 13:08,4.25
3,9/15/2011 9:53,5.95
-30,6/10/2011 10:46,0.0
2,8/11/2011 17:28,4.13
1,9/13/2011 16:12,8.29
1,12/20/2010 10:14,5.91
24,7/12/2011 15:29,1.25
1,12/5/2010 11:40,2.1
2,3/31/2011 9:48,9.95
1,5/9/2011 16:30,4.96
2,10/30/2011 12:26,2.1
4,7/28/2011 14:30,3.75
5,11/3/2011 15:56,7.46
12,11/21/2011 8:40,0.42
2,9/12/2011 12:20,6.25
1,4/8/2011 15:44,9.96
1,11/15/2011 14:47,2.55
2,11/16/2011 15:23,3.29
4,4/8/2011 12:28,7.95
1,7/24/2011 10:37,1.65
1,6/27/2011 9:12,5.79
25,7/24/2011 13:06,0.42
24,5/6/2011 9:44,0.65
1,6/8/2011 17:59,3.29
3,5/16/2011 16:33,4.13
2,12/2/2010 15:46,1.25
3,9/21/2011 15:43,9.96
48,6/27/2011 10:29,2.55
40,9/23/2011 14:38,2.55
1,7/8/2011 15:17,4.13
24,7/27/2011 13:51,0.42
3,3/16/2011 15:45,1.25
36,11/24/2011 13:53,0.19
6,7/31/2011 12:43,4.95
10,7/3/2011 10:47,2.08
240,2/15/2011 9:52,0.36
1,3/20/2011 13:33,2.1
6,9/6/2011 13:29,1.45
3,6/10/2011 17:25,3.29
1,12/2/2010 13:49,3.35
2,11/25/2011 16:14,14.96
1,9/18/2011 15:32,1.65
1,6/1/2011 17:33,3.29
6,10/27/2011 10:26,3.75
8,10/18/2011 17:05,0.83
1,12/7/2011 12:41,0.39
12,12/3/2010 10:26,1.45
24,5/19/2011 13:35,0.42
12,10/7/2011 10:41,1.25
18,2/1/2011 9:36,2.95
10,5/10/2011 11:04,0.39
72,11/4/2011 9:24,3.75
1,11/10/2011 12:16,4.95
1,11/18/2011 14:23,4.25
2,7/18/2011 9:49,2.08
3,10/24/2011 17:03,5.79
1,5/10/2011 15:08,9.13
4,7/14/2011 17:11,3.95
20,11/17/2011 13:30,1.25
8,5/16/2011 10:41,4.95
12,7/13/2011 14:28,2.55
2,10/10/2011 15:39,4.95
2,8/17/2011 17:01,2.1
1,10/17/2011 12:41,12.5
-144,8/31/2011 17:02,3.39
6,2/15/2011 15:04,0.65
2,1/19/2011 15:08,3.29
-1,8/25/2011 14:20,83.83
10,7/11/2011 10:12,6.75
3,11/21/2011 12:17,1.25
3,11/30/2011 14:00,0.65
24,10/31/2011 10:56,0.39
1,6/2/2011 11:01,4.96
1,11/18/2011 15:59,2.46
6,11/13/2011 16:16,0.85
1,2/28/2011 16:59,15.79
-2,9/28/2011 9:04,1.65
12,3/30/2011 13:56,0.85
2,6/7/2011 13:35,2.95
12,8/1/2011 10:08,0.42
4,9/21/2011 12:56,0.85
24,3/4/2011 12:12,0.42
24,5/27/2011 11:41,0.42
2,8/22/2011 14:38,1.45
2,3/2/2011 14:16,12.75
1,2/9/2011 12:59,19.96
12,8/7/2011 14:34,0.29
2,8/21/2011 13:18,18.0
1,12/1/2010 14:32,5.91
2,5/25/2011 14:29,0.85
12,3/16/2011 11:39,4.95
120,3/25/2011 14:50,1.85
4,12/9/2011 10:03,0.83
9,4/7/2011 12:38,1.65
10,6/16/2011 14:46,1.95
8,2/11/2011 10:15,4.15
3,10/26/2011 14:42,5.79
4,7/12/2011 11:28,2.08
6,5/12/2011 10:03,2.49
1,1/10/2011 16:25,2.51
18,8/22/2011 15:43,2.95
12,2/2/2011 12:54,0.65
8,12/9/2011 12:49,2.95
6,2/28/2011 10:35,2.95
1,8/5/2011 16:19,1.95
1,8/30/2011 10:29,4.13
1,11/18/2011 12:07,1.25
5,10/4/2011 16:37,0.83
1,12/5/2011 11:48,10.79
4,9/25/2011 12:15,4.95
6,6/21/2011 14:00,2.55
12,5/9/2011 15:48,0.85
2,11/8/2011 11:09,12.5
24,12/12/2010 11:44,4.95
2,8/11/2011 14:04,6.95
2,12/5/2010 11:04,8.5
2,11/25/2011 11:12,1.25
2,12/1/2010 12:23,0.55
32,8/31/2011 9:11,2.55
6,12/2/2010 12:47,3.75
3,4/19/2011 13:03,4.95
6,7/14/2011 13:28,7.45
1,11/23/2011 13:39,2.46
6,1/24/2011 14:24,3.75
1,9/26/2011 15:28,2.46
1,5/23/2011 15:25,10.79
6,10/7/2011 14:28,2.1
1,7/5/2011 17:09,3.29
8,2/23/2011 12:27,1.25
24,5/16/2011 12:20,4.25
3,2/4/2011 13:39,8.29
6,10/24/2011 12:38,2.55
1,8/30/2011 12:02,1.25
12,4/19/2011 13:09,1.65
1,8/30/2011 10:47,4.15
-1,10/11/2011 16:09,1.65
1,10/31/2011 14:09,5.79
10,11/21/2011 12:06,1.95
2,10/25/2011 17:21,6.25
100,1/6/2011 12:11,1.65
2,3/24/2011 12:02,0.85
1,5/23/2011 14:19,4.13
1,11/21/2011 17:33,4.95
6,3/15/2011 13:23,3.75
2,12/8/2010 14:46,3.75
3,9/22/2011 14:13,4.95
10,9/25/2011 12:45,0.42
12,11/23/2011 13:39,2.46
4,10/7/2011 14:28,3.75
12,12/3/2010 12:29,2.55
4,2/14/2011 9:45,8.5
2,7/4/2011 10:17,4.13
3,12/1/2011 18:43,4.95
1,6/2/2011 17:26,10.79
2,12/8/2010 14:25,4.21
46,3/31/2011 19:42,2.55
200,7/4/2011 10:20,4.58
8,1/7/2011 12:28,1.95
12,5/22/2011 12:51,1.25
6,3/20/2011 12:44,2.1
36,9/12/2011 8:24,0.39
3,12/7/2011 14:12,1.25
12,5/16/2011 17:13,0.42
1,5/25/2011 11:21,2.1
24,12/1/2011 15:56,1.65
7,1/20/2011 18:01,0.42
96,8/10/2011 10:53,0.72
6,10/16/2011 10:41,1.65
1,8/10/2011 16:51,2.46
6,2/1/2011 8:31,2.95
2,6/6/2011 12:06,1.65
12,5/31/2011 10:43,1.25
6,2/16/2011 14:18,2.95
-620,4/27/2011 11:33,0.0
4,12/6/2011 16:26,2.46
-10,12/15/2010 16:42,6.75
12,9/22/2011 12:55,1.25
2,1/21/2011 17:05,8.29
1,9/14/2011 14:19,1.65
1,6/2/2011 11:03,3.29
1,7/20/2011 16:12,8.29
1,11/2/2011 14:31,1.25
4,7/18/2011 12:53,1.25
6,10/20/2011 15:38,2.89
2,11/21/2011 12:11,1.65
1,12/9/2010 16:27,25.49
3,10/7/2011 11:32,2.08
2,10/25/2011 17:31,1.65
4,10/17/2011 14:29,0.39
1,12/17/2010 10:12,6.95
3,10/20/2011 10:57,6.25
1,7/3/2011 13:33,3.75
12,9/8/2011 10:45,2.1
1,4/4/2011 15:54,1.25
1,11/28/2011 15:54,4.96
6,4/8/2011 9:54,2.95
1,1/18/2011 17:34,20.79
24,12/16/2010 13:15,0.85
18,2/25/2011 10:53,2.1
6,12/2/2010 14:04,2.55
12,1/6/2011 14:26,1.45
1,1/13/2011 14:29,1.25
12,1/5/2011 13:53,1.25
12,7/18/2011 11:55,3.25
10,11/1/2011 12:45,2.08
72,4/7/2011 11:06,0.85
3,3/8/2011 15:43,2.46
3,10/11/2011 11:35,5.95
2,5/1/2011 14:17,5.95
12,12/5/2011 16:55,0.85
3,3/7/2011 9:52,4.95
1,6/15/2011 15:41,4.13
12,4/8/2011 10:32,1.45
24,10/21/2011 10:50,0.42
1,12/3/2010 11:28,0.85
1,2/8/2011 11:07,5.79
1,12/8/2010 12:08,1.25
1,2/2/2011 13:35,7.46
72,5/10/2011 10:43,0.72
25,9/27/2011 13:21,0.42
1,12/17/2010 14:54,5.91
1,3/17/2011 18:15,5.79
8,7/7/2011 16:27,2.46
5,4/18/2011 13:49,3.29
1,1/7/2011 13:55,29.79
1,10/23/2011 14:47,0.83
-40,10/12/2011 14:55,2.55
12,10/18/2011 9:25,1.65
1,5/4/2011 11:26,0.85
8,9/11/2011 13:40,1.25
-1,7/5/2011 11:01,3.75
3,8/22/2011 10:44,8.5
1,10/24/2011 13:37,1.65
1,11/17/2011 14:26,0.42
25,7/6/2011 9:46,0.42
5,7/29/2011 13:37,2.1
5,6/23/2011 17:53,2.1
5,5/9/2011 9:16,2.95
4,2/21/2011 17:35,3.75
24,12/3/2010 14:35,0.12
1,6/21/2011 16:35,10.79
3,9/22/2011 14:42,0.65
1,9/2/2011 9:38,8.29
1,8/21/2011 14:32,4.65
2,10/28/2011 12:36,2.08
12,4/19/2011 9:31,0.85
1,5/6/2011 15:40,12.46
12,11/6/2011 14:56,1.25
8,1/27/2011 10:43,4.25
12,6/16/2011 15:22,0.42
12,12/5/2010 14:19,1.25
20,1/24/2011 15:59,1.95
18,10/20/2011 11:30,0.79
24,7/17/2011 13:48,1.25
-8,12/20/2010 15:52,1.45
4,2/1/2011 11:31,1.25
12,9/28/2011 10:29,0.75
-1,11/3/2011 9:54,4.15
1,12/8/2010 14:25,1.66
2,5/6/2011 15:40,3.29
1,3/24/2011 12:11,1.25
3,2/11/2011 11:46,2.46
4,6/13/2011 17:08,2.95
2,10/24/2011 17:09,1.63
1,7/13/2011 12:06,0.55
1,3/22/2011 9:30,11.63
6,6/20/2011 13:08,2.95
1,11/29/2011 12:06,2.95
6,8/22/2011 14:35,2.55
2,9/14/2011 15:54,0.83
24,7/20/2011 10:51,0.12
20,5/9/2011 10:03,2.08
2,6/2/2011 14:30,8.95
1,11/22/2011 13:25,1.25
2,5/9/2011 12:40,2.08
2,9/11/2011 15:31,1.25
24,4/20/2011 13:18,1.25
3,9/2/2011 9:38,1.25
4,7/18/2011 13:35,4.25
1,6/12/2011 13:17,1.65
24,9/11/2011 14:29,4.25
1,5/3/2011 12:13,1.95
2,12/9/2010 12:32,3.75
2,1/12/2011 15:01,1.66
1,12/1/2010 14:32,0.43
4,11/1/2011 12:34,6.75
12,12/6/2011 10:30,6.65
6,3/17/2011 9:49,2.95
2,5/6/2011 9:14,6.75
1,8/4/2011 16:38,1.25
4,12/8/2011 9:28,2.46
2,1/27/2011 15:02,1.25
5,9/21/2011 15:06,0.79
1,10/18/2011 14:00,1.65
24,3/30/2011 13:02,1.25
1,5/4/2011 11:12,2.95
1,9/21/2011 14:40,1.63
1,11/8/2011 10:09,1.95
12,8/17/2011 14:25,1.25
1,1/5/2011 11:30,3.36
1,2/8/2011 14:06,0.65
6,10/25/2011 12:06,2.95
3,4/5/2011 10:13,4.25
36,11/22/2011 14:41,0.83
2,11/8/2011 10:17,8.25
1,6/14/2011 12:06,0.55
1,11/29/2011 18:14,7.95
3,8/21/2011 14:32,0.55
2,9/20/2011 14:34,40.0
3,2/20/2011 12:23,1.49
1,11/8/2011 18:29,2.46
1,1/14/2011 14:06,4.13
2,11/1/2011 12:48,1.25
20,11/23/2011 13:51,1.25
10,11/24/2011 15:03,2.08
3,1/17/2011 17:48,0.42
1,12/23/2010 13:26,2.11
12,10/16/2011 15:27,0.85
1,11/16/2011 15:41,4.95
10,8/2/2011 14:04,1.65
12,3/31/2011 16:56,1.69
4,5/3/2011 15:15,2.1
2,10/23/2011 13:49,1.25
4,11/29/2011 12:12,3.95
3,1/6/2011 18:24,4.95
1,5/5/2011 15:56,2.46
2,11/24/2011 13:56,2.08
12,9/30/2011 10:48,1.25
1,12/5/2011 14:03,0.83
12,9/23/2011 12:58,1.95
-2472,3/23/2011 17:28,0.0
1,9/21/2011 12:50,9.95
12,3/8/2011 9:45,0.42
1,4/10/2011 12:52,2.1
1,7/12/2011 16:20,5.79
1,10/17/2011 14:29,3.25
1,1/18/2011 17:34,3.29
184,12/6/2011 10:05,2.46
2,6/12/2011 12:01,0.65
2,10/30/2011 12:26,1.25
4,12/7/2011 8:38,4.15
3,10/11/2011 16:37,0.79
5,3/24/2011 13:37,0.95
24,6/30/2011 11:32,3.39
6,11/23/2011 8:43,3.75
5,1/6/2011 15:11,6.77
24,7/26/2011 11:00,1.65
3,3/20/2011 13:33,6.95
1,8/11/2011 14:38,4.15
12,12/7/2011 8:38,2.1
8,1/21/2011 17:14,1.95
1,11/4/2011 15:08,2.55
1,4/14/2011 13:13,2.55
8,5/9/2011 11:26,3.75
4,6/1/2011 8:38,3.75
96,6/19/2011 11:08,2.55
3,5/6/2011 15:40,0.83
4,11/18/2011 15:53,4.25
24,8/24/2011 14:02,0.83
3,9/16/2011 10:42,4.96
2,1/10/2011 16:25,4.21
3,3/1/2011 11:55,5.95
-12,11/11/2011 13:30,0.42
1,10/24/2011 17:07,13.29
100,3/29/2011 11:14,1.45
12,3/8/2011 13:54,1.65
7,2/4/2011 13:39,7.46
1,2/23/2011 11:12,2.46
48,7/18/2011 17:10,0.85
2,5/8/2011 12:34,1.65
2,7/10/2011 12:17,1.95
1,4/27/2011 13:13,40.0
5,3/24/2011 10:48,2.95
6,5/24/2011 10:35,3.75
6,7/21/2011 10:44,2.89
24,5/5/2011 17:34,0.42
4,12/1/2010 12:43,2.55
10,8/31/2011 15:32,1.63
10,8/19/2011 13:03,2.08
1,12/5/2011 17:24,5.79
12,10/25/2011 14:21,0.0
2,1/24/2011 13:46,2.46
4,6/26/2011 11:59,0.75
24,9/15/2011 9:34,0.85
2,11/16/2011 11:17,2.08
4,11/2/2011 15:33,3.29
2,6/7/2011 15:04,7.95
1,9/30/2011 14:45,5.79
1,9/2/2011 15:45,4.13
288,11/4/2011 14:24,0.12
1,6/22/2011 16:16,1.65
1,11/2/2011 14:31,5.95
1,11/8/2011 18:29,7.46
2,7/19/2011 13:01,0.12
12,2/14/2011 12:11,1.25
1,2/24/2011 18:07,189.91
8,3/14/2011 10:57,0.85
12,1/27/2011 10:43,6.75
1,4/7/2011 13:16,2.95
4,11/23/2011 11:11,8.29
20,4/18/2011 16:31,1.25
12,10/12/2011 12:10,2.95
1,6/22/2011 17:30,4.25
6,3/7/2011 15:40,2.95
24,3/23/2011 9:42,0.55
12,3/8/2011 12:05,0.42
3,6/14/2011 16:48,1.65
6,4/11/2011 10:14,2.95
2,11/9/2011 16:14,7.46
-2,6/17/2011 15:34,39.95
12,11/23/2011 11:22,0.42
24,6/2/2011 9:02,1.25
10,7/7/2011 16:59,0.85
24,11/9/2011 9:38,0.83
1,1/13/2011 14:29,0.83
5,3/1/2011 12:26,3.25
144,5/12/2011 10:13,0.36
2,7/1/2011 12:33,0.42
48,10/24/2011 10:32,2.08
3,6/27/2011 15:27,2.46
3,11/29/2011 15:06,0.42
1,6/26/2011 11:58,1.69
2,6/8/2011 15:23,4.13
1,10/24/2011 17:09,1.63
3,10/31/2011 15:01,10.95
1,1/11/2011 13:16,0.85
1,8/10/2011 16:56,4.13
1,8/3/2011 12:31,4.95
1,12/9/2010 14:08,2.95
1,10/18/2011 16:58,4.13
3,12/5/2011 17:24,0.83
1,11/11/2011 17:58,2.46
2,2/17/2011 11:19,4.96
24,9/20/2011 12:18,1.25
24,10/18/2011 9:13,2.46
6,10/4/2011 9:09,2.95
15,3/29/2011 16:40,2.95
12,8/9/2011 14:18,1.25
36,12/6/2010 12:21,0.42
1,4/15/2011 10:38,8.29
3,1/5/2011 11:41,1.25
12,8/23/2011 14:23,1.95
1,7/20/2011 16:17,1.63
4,8/28/2011 12:16,1.25
8,11/28/2011 10:23,3.75
1,5/4/2011 10:58,8.5
2,9/2/2011 15:45,12.75
1,4/18/2011 13:52,1.25
4,6/24/2011 14:16,0.85
6,12/20/2010 14:10,2.55
25,4/5/2011 12:50,0.42
6,12/8/2011 9:23,1.25
1,12/1/2010 11:21,1.65
10,1/18/2011 13:38,1.25
2,2/8/2011 14:35,5.79
3,7/25/2011 17:11,0.83
1,12/8/2011 13:50,0.79
3,6/8/2011 8:31,5.95
4,10/14/2011 16:04,4.15
2,9/16/2011 12:34,2.95
1,7/25/2011 17:11,2.46
24,1/18/2011 13:34,0.36
1,12/1/2010 12:31,2.1
12,2/1/2011 10:38,0.85
2,11/16/2011 15:58,7.65
2,4/3/2011 12:41,12.75
3,5/19/2011 14:05,3.75
1,7/19/2011 13:01,0.39
3,8/28/2011 12:44,1.45
2,8/28/2011 12:31,1.65
2,7/22/2011 13:48,1.25
25,7/18/2011 10:29,0.42
1,11/10/2011 20:01,12.5
1,4/20/2011 14:02,1.45
1,11/2/2011 13:01,2.1
2,10/16/2011 12:16,0.55
1,3/22/2011 9:23,10.4
4,12/1/2011 10:18,3.75
12,6/6/2011 13:48,1.45
24,1/6/2011 16:41,1.25
1,11/30/2011 14:11,16.63
2,7/6/2011 16:33,4.13
2,1/20/2011 10:47,7.95
25,8/30/2011 16:53,0.42
3,11/13/2011 14:53,5.75
48,12/7/2011 8:07,0.19
4,11/23/2011 12:33,4.25
1,2/7/2011 12:05,1.25
2,11/7/2011 16:16,1.65
2,5/24/2011 15:58,3.29
6,5/22/2011 15:12,2.95
6,11/28/2011 15:54,2.46
1,1/18/2011 16:05,4.13
2,11/8/2011 15:24,2.46
1,7/6/2011 16:33,10.79
2,12/8/2011 15:54,8.25
3,1/7/2011 14:04,2.1
2,6/12/2011 13:59,1.65
1,5/8/2011 15:20,2.55
2,12/6/2010 16:57,1.66
12,9/26/2011 12:11,1.45
24,10/6/2011 12:51,0.29
1,11/29/2011 11:32,1.69
1,3/22/2011 9:27,4.13
1,6/24/2011 14:16,0.85
2,12/8/2011 9:28,2.46
6,1/4/2011 13:25,4.21
1,5/24/2011 12:18,2.95
2,11/22/2011 10:41,1.63
12,10/11/2011 14:52,1.65
2,11/20/2011 13:48,4.95
24,6/23/2011 15:26,1.65
2,11/17/2011 11:12,16.95
36,7/17/2011 13:07,0.39
24,6/17/2011 10:12,9.95
1,7/5/2011 17:09,1.63
12,11/4/2011 13:26,0.85
24,9/25/2011 13:47,0.29
26,7/20/2011 16:12,0.42
10,9/28/2011 11:56,0.85
12,2/2/2011 10:54,0.85
2,2/8/2011 13:28,18.0
1,7/25/2011 17:00,4.13
12,4/28/2011 10:20,1.85
10,7/27/2011 13:51,1.65
40,5/19/2011 12:13,1.45
1,3/7/2011 17:14,2.46
2,8/25/2011 8:58,7.5
6,12/5/2011 11:58,2.46
1,4/6/2011 14:25,1.25
10,2/25/2011 10:29,1.65
1,12/13/2010 9:35,2.51
4,4/15/2011 14:45,3.75
12,11/23/2011 15:46,1.45
2,11/7/2011 13:45,5.95
1,10/7/2011 11:55,2.08
8,8/17/2011 13:06,2.95
50,4/6/2011 14:23,1.25
2,1/17/2011 15:19,2.55
3,1/31/2011 9:48,4.13
40,2/22/2011 12:53,2.55
2,3/6/2011 12:46,0.42
5,7/18/2011 17:15,0.75
1,9/30/2011 13:40,6.25
6,9/25/2011 14:37,2.1
3,11/15/2011 16:42,0.29
2,6/13/2011 10:52,8.5
1,1/18/2011 13:05,2.95
24,8/10/2011 16:19,0.42
4,7/26/2011 16:21,1.63
4,12/7/2010 13:01,3.75
12,7/14/2011 17:40,1.25
24,1/5/2011 10:58,1.25
3,12/7/2011 14:34,4.25
1,10/24/2011 16:17,8.29
6,8/5/2011 13:46,1.65
6,1/7/2011 14:31,0.85
24,11/22/2011 9:18,1.25
2,5/4/2011 15:41,2.95
1,6/2/2011 11:01,4.13
5,10/26/2011 16:21,0.39
1,3/30/2011 16:34,2.46
1,7/14/2011 16:46,2.92
2,7/8/2011 13:53,4.13
2,12/6/2010 9:58,1.66
2,1/7/2011 15:48,5.45
1,11/16/2011 15:23,1.25
13,4/7/2011 19:49,3.29
12,11/17/2011 13:59,1.25
6,9/21/2011 15:32,0.83
4,6/29/2011 15:58,2.46
1,10/6/2011 18:08,3.95
1,5/10/2011 15:08,4.13
1,5/23/2011 14:19,4.96
12,9/7/2011 10:51,1.25
72,11/4/2011 10:38,2.66
12,8/1/2011 17:37,2.1
2,12/5/2011 8:49,14.95
-1,10/6/2011 18:40,3.75
1,1/12/2011 15:01,3.36
24,11/16/2011 10:34,0.42
16,1/11/2011 8:50,3.44
1,11/29/2011 11:23,4.96
12,10/24/2011 10:13,1.45
10,3/21/2011 10:41,1.25
12,3/17/2011 18:18,0.85
3,3/27/2011 14:28,1.95
4,6/12/2011 14:57,8.95
48,5/13/2011 11:58,3.39
1,11/25/2011 11:41,4.95
8,1/5/2011 13:53,3.75
1,8/30/2011 12:40,3.29
1,5/5/2011 15:47,5.79
2,3/11/2011 13:03,3.75
3,9/7/2011 12:04,1.63
1,12/4/2011 15:35,4.15
2,6/20/2011 15:32,4.13
1,11/28/2011 15:31,3.29
1,11/28/2011 15:54,4.13
6,9/13/2011 12:49,2.49
10,8/10/2011 9:52,2.08
1,11/1/2011 14:54,5.95
1,6/29/2011 15:58,4.13
4,9/5/2011 12:00,0.75
5,10/26/2011 12:53,0.85
100,10/30/2011 13:36,0.36
6,6/10/2011 9:44,2.95
1,10/24/2011 16:17,3.29
12,6/1/2011 12:19,0.85
1,11/16/2011 15:23,4.13
4,9/16/2011 11:27,2.08
2,10/7/2011 15:09,1.63
4,12/9/2011 10:03,0.83
4,3/11/2011 13:42,8.29
12,8/31/2011 14:52,2.95
100,1/23/2011 16:17,1.65
1,3/21/2011 13:38,2.95
6,12/2/2010 12:47,3.75
2,1/10/2011 14:57,0.85
2,5/16/2011 10:48,7.95
4,10/28/2011 12:09,0.42
2,7/25/2011 12:25,12.75
20,9/26/2011 16:59,0.79
6,11/27/2011 13:26,1.65
2,5/27/2011 15:17,5.79
25,7/26/2011 12:24,0.42
12,7/25/2011 9:26,1.25
1,8/3/2011 15:28,0.85
1,4/26/2011 16:54,2.46
6,8/25/2011 10:26,2.1
12,12/6/2010 17:26,2.1
16,12/8/2010 15:56,2.95
12,8/11/2011 9:47,1.25
4,7/20/2011 16:17,0.79
3,3/9/2011 14:30,2.55
1,2/15/2011 11:40,2.1
12,12/1/2010 12:50,0.85
1,11/22/2011 11:18,2.95
2,6/21/2011 10:46,18.0
3,3/13/2011 11:38,1.95
1,6/19/2011 14:42,1.65
2,2/23/2011 11:39,4.71
1,8/31/2011 9:23,4.96
6,3/18/2011 13:08,0.85
2,9/19/2011 11:04,0.65
24,3/6/2011 12:20,1.25
1,11/11/2011 9:05,3.29
48,8/22/2011 11:17,1.25
10,3/10/2011 13:46,1.65
-1,3/17/2011 13:55,2.55
2,2/1/2011 13:47,3.75
3,12/14/2010 14:15,1.49
1,5/10/2011 15:07,12.46
1,1/19/2011 11:38,3.75
-1,9/11/2011 13:01,2.1
2,4/1/2011 11:47,0.42
3,8/11/2011 17:28,1.63
1,1/7/2011 13:55,5.91
2,11/8/2011 13:52,16.95
2,6/10/2011 11:36,7.95
10,9/19/2011 9:14,2.08
1,5/6/2011 15:40,2.46
3,2/1/2011 11:31,0.85
24,12/7/2011 15:43,1.65
1,11/29/2011 11:32,2.08
3,7/22/2011 13:53,0.85
10,10/25/2011 9:31,2.08
-12,1/21/2011 11:17,0.65
2,12/6/2011 16:26,2.46
25,8/11/2011 12:58,0.42
3,9/22/2011 18:07,4.95
8,7/18/2011 13:33,0.85
3,10/10/2011 17:12,0.83
1,8/10/2011 16:19,12.5
3,6/5/2011 15:19,5.95
6,10/17/2011 13:44,2.95
24,11/28/2011 13:26,0.19
1,7/7/2011 18:56,9.95
13,9/20/2011 12:31,10.79
1,5/9/2011 16:34,15.79
4,10/14/2011 10:47,7.95
12,5/12/2011 9:59,0.42
2,3/29/2011 13:28,2.1
6,12/5/2010 11:12,1.95
4,5/4/2011 10:15,3.75
2,6/24/2011 12:30,7.95
2,9/5/2011 12:35,0.85
1,7/17/2011 14:51,0.85
2,10/25/2011 12:11,8.5
1,1/5/2011 11:30,2.51
2,9/11/2011 15:44,6.95
12,10/11/2011 16:29,0.42
1,12/20/2010 15:03,4.21
-12,11/14/2011 11:23,1.65
20,4/11/2011 16:56,0.65
12,6/17/2011 11:49,6.75
8,10/5/2011 13:42,1.69
1,1/25/2011 13:38,6.35
25,10/11/2011 11:55,0.42
288,1/14/2011 13:52,0.42
4,7/24/2011 11:45,0.29
24,11/15/2011 15:20,2.75
1,12/3/2010 11:35,4.25
24,11/11/2011 12:13,0.42
24,10/12/2011 10:23,2.1
1,11/23/2011 13:39,7.46
1,5/22/2011 11:51,1.25
2,3/20/2011 15:02,1.65
1,12/9/2011 10:03,24.96
7,11/6/2011 11:43,4.95
3,9/15/2011 12:51,2.95
32,10/18/2011 9:13,9.13
2,8/9/2011 13:22,5.75
12,10/7/2011 10:06,0.85
2,9/13/2011 11:34,2.1
7,3/16/2011 16:38,1.45
1,4/21/2011 8:54,1.45
48,5/4/2011 16:36,0.42
1,12/2/2010 11:35,2.1
1,6/12/2011 13:17,2.1
2,7/13/2011 11:33,1.65
1,1/5/2011 11:30,9.32
24,6/6/2011 10:04,0.79
2,12/14/2010 13:31,12.75
36,11/11/2011 12:07,0.19
10,8/22/2011 14:35,2.08
3,12/7/2010 15:28,1.66
2,10/31/2011 14:41,3.29
2,12/14/2010 11:48,3.75
8,9/25/2011 15:30,3.75
1,2/23/2011 11:09,1.25
1,12/20/2010 15:03,3.36
3,9/5/2011 16:22,0.79
10,7/7/2011 17:35,2.08
19,9/23/2011 17:02,1.63
36,8/16/2011 11:48,0.65
12,2/24/2011 18:14,4.95
12,9/30/2011 9:05,0.85
2,10/25/2011 13:07,3.75
12,7/7/2011 13:02,0.39
1,2/8/2011 11:07,3.29
1,10/18/2011 13:29,1.25
1,12/13/2010 13:32,2.55
-1,6/26/2011 13:29,4.25
3,5/3/2011 17:12,1.25
1,3/7/2011 13:45,1.45
12,9/8/2011 10:08,0.85
24,4/18/2011 12:58,2.95
1,7/25/2011 17:11,8.29
12,10/4/2011 14:32,1.25
32,2/10/2011 10:18,2.55
3,9/4/2011 15:22,4.95
1,5/31/2011 15:49,4.13
2,4/17/2011 12:49,2.1
65,9/7/2011 12:04,2.46
2,9/25/2011 13:47,1.45
1,10/19/2011 15:08,0.39
24,1/18/2011 11:30,1.25
1,11/2/2011 12:45,1.65
1,2/16/2011 14:27,1.65
2,1/27/2011 15:38,3.25
10,8/1/2011 10:26,1.25
12,4/21/2011 11:59,1.25
24,3/29/2011 11:14,8.5
1,11/27/2011 12:52,1.45
-1,3/17/2011 15:46,2.95
1,1/25/2011 14:01,8.29
3,1/17/2011 17:48,1.63
7,9/21/2011 15:43,7.46
6,7/19/2011 12:13,1.65
144,1/14/2011 12:24,0.36
1,8/11/2011 10:22,50.0
4,8/2/2011 12:27,4.95
2,9/28/2011 15:50,1.25
4,1/21/2011 12:37,2.95
1,10/27/2011 14:04,0.85
3,5/3/2011 10:41,2.08
3,10/31/2011 14:41,8.29
3,9/28/2011 16:24,0.83
4,11/3/2011 9:20,3.75
24,12/5/2011 14:30,1.65
1,9/16/2011 13:31,5.95
1,8/17/2011 12:34,5.79
12,10/31/2011 13:03,0.85
2,9/12/2011 14:23,8.25
8,10/26/2011 10:24,4.15
6,2/21/2011 9:58,1.65
1,11/14/2011 15:27,4.13
4,11/24/2011 17:06,4.95
16,10/27/2011 10:46,0.65
2,12/1/2010 14:32,8.47
1,1/17/2011 17:44,3.29
3,12/20/2010 13:43,3.36
32,2/23/2011 8:48,2.55
24,8/2/2011 10:34,0.85
2,5/5/2011 14:55,1.65
24,4/21/2011 13:29,1.45
